dates,company,member,title
February 2009,RBG Services International FZE Dubai (RBG Group),isla-mcintosh-54a1b36,International Recruitment Supervisor
November 2007,RBG Ltd,isla-mcintosh-54a1b36,Recruitment Team Leader
March 2007,RBG Limited,isla-mcintosh-54a1b36,Senior Recruitment Coordinator
July 2006,RBG Limited,isla-mcintosh-54a1b36,Data Inputter
2015,"Cleveland Construction, Inc.",james-jones-0b230997,Superintendent
September 2014,The Carroll Companies,james-jones-0b230997,Construction Superintendent
May 2013,Adolfson & Peterson Construction,james-jones-0b230997,Superintendent
December 2011,Heard Ratzlaff Construction Inc.,james-jones-0b230997,Superintendent
August 2003,,james-jones-0b230997,Superintendent
September 2008,,billy-guignard-38990a14,Project Manager
May 1993,,billy-guignard-38990a14,Operations Manager
,Pfizer,donna-fernandes-981a3a9,"Director, Regional Strategy & Operations"
March 2005,Pfizer,donna-fernandes-981a3a9,"Director, Lipitor Marketing Team"
July 2011,Girls of Glam,jamie-macgregor-56449b37,Promotional Model
January 2011,Stag Sensation,jamie-macgregor-56449b37,Hostess
March 2010,Tigris Personnel,jamie-macgregor-56449b37,Promotional Model
2010,,jamie-macgregor-56449b37,Model
April 2013,The Walsh Group - Walsh Construction & Archer Western,matt-cullen-00124356,Project Manager
May 2008,Flatiron Construction,matt-cullen-00124356,Project Engineer/Project Manager
March 2006,Sunkota Construction Inc,matt-cullen-00124356,Operator/Carpenter
April 2005,Sioux Falls Construction,matt-cullen-00124356,Laborer/Equipment operator
May 2004,,matt-cullen-00124356,Framer/Carpenter
August 2002,Jackson Chamber,lisa-cothran-36622143,"Vice President, Membership Development"
August 2015,,kelly-clavijo-430a94106,Senior Account Executive
January 2014,T&G Constructors,pedro-infante-6a9a6028,Contracts Administrator
February 2011,,pedro-infante-6a9a6028,Estimator Coordinator
May 2009,Paradise Awnings,pedro-infante-6a9a6028,Estimator / Business Development
January 2008,"Thornton Construction Company, Inc",pedro-infante-6a9a6028,Estimator Coordinator
January 2005,,pedro-infante-6a9a6028,Estimator / Business Development
April 2014,,rhonda-greer-51b42948,Cardiovascular Sales Specialist
February 2012,Purdue Pharma,rhonda-greer-51b42948,Pharmaceutical sales representative
2011,"Regional Home Health Care, Inc.",rhonda-greer-51b42948,Marketing/Physician Liaison
June 2004,,rhonda-greer-51b42948,Pharmaceutical Sales Representative
January 2016,"DDC, LLC. (Design, Develop, Construct)",john-kroll-aa197114,Director of Preconstruction
March 2015,T&G Constructors,john-kroll-aa197114,Senior Estimator
March 2014,"HGR Construction, Inc.",john-kroll-aa197114,Estimating Manager
January 2009,J. Raymond Construction Corporation,john-kroll-aa197114,Lead Estimator
March 2008,J. Raymond Construction Corporation,john-kroll-aa197114,Superintendent
September 2006,J. Raymond Construction Corporation,john-kroll-aa197114,Field Engineer / Assistant Superintedent
November 2005,DR Horton,john-kroll-aa197114,Director of Customer Care
September 2003,DR Horton,john-kroll-aa197114,Superintendent
,,mark-nanninga-48119522,one with chronic back pain
November 2015,CS Partners | Construct Studios,neal-killam-27b79818,Managing Director - Commercial Construction
April 2005,Pine Mountain Adventures,neal-killam-27b79818,Wilderness Educator
January 2013,University of Louisiana at Lafayette,neal-killam-27b79818,Private Sector Coordinator
May 2009,,neal-killam-27b79818,Project Inspector/ A.R.C.
May 1996,,neal-killam-27b79818,Kayak Instructor
November 2015,Choate Construction Company,casey-fisher-4091b736,Project Manager
November 2011,The Walsh Group - Walsh Construction & Archer Western,casey-fisher-4091b736,Assistant Project Manager
2010,Tecta America Corp,casey-fisher-4091b736,Business Development
2008,Crosland,casey-fisher-4091b736,Estimator
2006,JE Dunn Construction / R.J. Griffin & Company,casey-fisher-4091b736,Junior Estimator / Assistant Project Manager
April 2016,Alghanim Industries,esrahassan,HR Manager
January 2015,Alghanim Industries,esrahassan,HR Manager - KIMMCO
October 2013,,esrahassan,HR Manager
July 2011,National Bank of Kuwait - NBK,esrahassan,HR Manager - IT (CORE.es)
June 2009,Bites Food Co.,esrahassan,HR Manager
August 2006,M. H. Alshaya Co.,esrahassan,Area HR Manager - Casual Dining & Dean & Deluca Departments
October 2005,M. H. Alshaya Co.,esrahassan,Recruitment Officer - Casual Dining Department
November 2003,Agility,esrahassan,Recruitment Officer
,Turner Construction,john-scott-milligan-74aa8a50,Project Executive
,,chad-mclemore-55aab156,Project Manager
,Turner Construction,dekis-cha-08367049,Senior Project Manager
May 2016,Choate Construction Company,cory-mayer-59292556,Project Manager
March 2014,Choate Construction Company,cory-mayer-59292556,Assistant Project Manager
July 2011,"MCC Group, LLC",cory-mayer-59292556,Assistant Project Manager/BIM Coordinator
May 2008,,cory-mayer-59292556,Mechanical Technician
July 2015,The Walsh Group - Walsh Construction & Archer Western,michael-o-donnell-6508a191,Program Manager
September 2011,The Walsh Group - Walsh Construction & Archer Western,michael-o-donnell-6508a191,Senior Project Manager
April 1996,The Walsh Group - Walsh Construction & Archer Western,michael-o-donnell-6508a191,Project Manager/Assistant Project Manager/Project Engineer
October 2012,Service Source,mindyshaffer,Senior Account Manager
July 2011,Nashville Predators,mindyshaffer,Marketing & Entertainment
June 2011,ServiceSource,mindyshaffer,Account Manager
January 2010,ServiceSource,mindyshaffer,Senior Sales Support Coordinator
August 2008,Citadel Broadcasting,mindyshaffer,Titans Radio Network Intern
May 2016,"Sentynl Therapeutics, Inc.",ashleigh-lancaster-laporta-bb557064,Key Account Specialist
September 2013,Purdue Pharma L.P.,ashleigh-lancaster-laporta-bb557064,Pharmaceutical Sales Representative
March 2011,,ashleigh-lancaster-laporta-bb557064,Pharmaceutical Sales Representative
March 2010,Bayer,ashleigh-lancaster-laporta-bb557064,Pharmaceutical Sales Womens Health
February 2009,Eli Lilly and Company,ashleigh-lancaster-laporta-bb557064,Pharmaceutical Sales Representative Neuroscience
March 2016,"IDC Construction, LLC",amanda-melton-4b987364,Project Coordinator
November 2014,,amanda-melton-4b987364,Project Coordinator
January 2012,,amanda-melton-4b987364,Project Coordinator
October 2007,,amanda-melton-4b987364,Territory Rep
February 2005,,amanda-melton-4b987364,Assistant Director
March 2016,Encompass Home Health & Hospice,rhonda-greer-643b309a,Branch Director
March 2013,,ivonne-ramirez-400b20a4,Marketing & Safety
July 2010,,ivonne-ramirez-400b20a4,Marketing Manager
July 2008,,ivonne-ramirez-400b20a4,Marketing and P.R. Director
April 2014,,erin-mcreynolds-29772499,Director of Construction
May 2015,Kaufman Lynn Construction,taylernovick,HR Specialist
September 2014,Phlebotek Phlebotomy Solutions,taylernovick,Recruiter
May 2014,SBH Fashion,taylernovick,Junior Recruiter
May 2009,New York University,taylernovick,Research Assistant
March 2015,PCM SA,reza-bakhtiari-a2b095b,Country Manager Australia
February 2012,Horizons Learning,mazen-k-bbb50214,EMENA Representative
January 2009,Horizons Learning,mazen-k-bbb50214,"Europe, Middle East, North Africa Representative"
2009,,mazen-k-bbb50214,IT Operations Manager
2009,,mazen-k-bbb50214,Manager
December 2010,Choate Construction Company,nick-cunningham-92a46217,Project Manager
September 2008,Technocom,nick-cunningham-92a46217,Regional Sales Representative
2002,Pulte Homes,nick-cunningham-92a46217,Superintendent
,Choate Construction Company,greg-campbell-9316a45,Sr Project Manager
September 2011,Sheridan College,noor-khalaf-6a058090,student
August 2010,,noor-khalaf-6a058090,Cashier & Waitress
January 2015,CF Evans Construction,ryan-igo-250a3b47,Construction Technology
May 2013,C.F. Evans Construction,ryan-igo-250a3b47,Assistant Project Manager
May 2012,C.F. Evans Construction,ryan-igo-250a3b47,Intern
May 2015,Choate Construction Company,ben-herlocker-60553763,Assistant Project Manager
February 2014,Adolfson & Peterson Construction,ben-herlocker-60553763,Project Engineer
February 2013,,ben-herlocker-60553763,Project Engineer
June 2011,East Carolina University,ben-herlocker-60553763,Graduate Assistant Football Coach - Outside Linebackers
August 2010,East Carolina University,ben-herlocker-60553763,Student Assistant Football Coach - Defense
May 2010,,ben-herlocker-60553763,Project Coordinator
July 2014,"Ciranda, Inc.",mindy-shaffer-68395b77,Administrative Assistant/Accounting
March 2005,Prudential Financial,mindy-shaffer-68395b77,Customer Service Associate
,Mecum Auctions,mindy-shaffer-048987b1,Website Content Coordinator
June 2013,,jennifer-wooley-56232214,Senior Sales Representative
September 2012,,jennifer-wooley-56232214,Specialty Sales Representative
April 2011,,jennifer-wooley-56232214,Professional Sales Representative
May 2011,United Football League,jennifer-wooley-56232214,Hartford Colonials Professional Cheerleader
June 2009,,jennifer-wooley-56232214,Sales Representative
August 2008,University Directories,jennifer-wooley-56232214,Marketing / Promotions Representative
September 2006,,jennifer-wooley-56232214,Cheerleader / Marketing Promotions
July 2007,GlaxoSmithKline,jennifer-wooley-56232214,Pharmaceutical Sales Intern
March 2012,,sania-khan-44a22699,Operations Manager
February 2008,,carla-libralato-b343b31a,Manager of Sales & Marketing
April 2012,,carla-libralato-b343b31a,Co-Chair Ontario Chapter
November 1991,,carla-libralato-b343b31a,In-Flight Purser
June 2013,,hashim-al-nasser-2ba1a550,Gas Field Development Studies - UD
July 2012,,hashim-al-nasser-2ba1a550,FODP Professional 1 - Cementing
January 2015,Kaufman Lynn Construction,gsouthern,Vice President of Operations
July 2013,,gsouthern,Project Manager
September 1997,,gsouthern,Project Manager
1997,,gsouthern,Project Manager
August 1995,,gsouthern,Project Manager
,TD,huda-amer-samaha-07495ba8,Assistant Operations Manager
August 2015,YourMembership,kimberlysprott,"Talent Acquisition & Career Development Consultant covering FL, IL,TX, CT & United Kingdom"
June 2015,"Power Design, Inc.",kimberlysprott,Talent Acquisition Consultant
October 2014,"Starr Electric Company, Inc.",kimberlysprott,Corporate Talent Acquisition and Development
August 2013,Kelly Services,kimberlysprott,Sr. Search Consultant- Kelly Direct
April 2011,CorVel Corporation,kimberlysprott,Account Executive
March 2010,CorVel Corporation,kimberlysprott,Account Manager
October 2009,Bissell,kimberlysprott,Sales & Events/Talent Agent- Aloft Hotel
February 2008,Bissell,kimberlysprott,Property Services/Operations
January 2006,Global Compliance,kimberlysprott,PDMA Operations Director (Now NAVEX Global)
January 2005,Premier Resources......excellence in staffing,kimberlysprott,Recruiter
December 2004,Globe Express Services,kimberlysprott,International Recruiter (Contract Position)
February 2002,"Sunbelt Rentals, Inc.",kimberlysprott,National Recruiter
July 2000,Premier Resources......excellence in staffing,kimberlysprott,Recruiter
May 1996,,kimberlysprott,Event Coordinator
September 2010,,kimberlysprott,
July 2015,PCM SA,geoffroy-guise-25264338,Country Manager
January 2014,PCM,geoffroy-guise-25264338,Sales Team Manager
January 2011,PCM,geoffroy-guise-25264338,Business development manager Russia and Central Asia
January 2008,PCM,geoffroy-guise-25264338,Nile Valley Area Manager
March 2004,,geoffroy-guise-25264338,Procurement and factory internal logistics manager
January 2011,,kimberlysprott,
,,kimberlysprott,
January 2003,,kimberlysprott,
,,kimberlysprott,
,,kimberlysprott,
November 2007,Kuwait Oil Company,muaath-alansari-581023a5,Senior Reservoir Engineer
January 2004,Kuwait Institute for Scientific Research,muaath-alansari-581023a5,Technician
June 2003,Kuwait National Petroleum Company (KNPC)- KUWAIT,muaath-alansari-581023a5,Foreman
September 2003,"Edifice, Inc.",heath-edmiston-34422932,Project Manager
June 1998,,heath-edmiston-34422932,Project Manager
July 2014,C.F. Evans Construction,brian-seymour-766a7129,Assistant Project Manager
April 2011,CF Jordan Construction LLC,brian-seymour-766a7129,Assistant Superintendent
June 2006,"Brasfield & Gorrie, LLC",brian-seymour-766a7129,Co-op/Intern
November 2012,Lincoln Financial Securities,joanie-moncrief-12b11b81,Implementation Manager
November 2010,Lincoln Financial Group,joanie-moncrief-12b11b81,Senior Benefits Specialist
November 2009,Lakeview Family Medicine,joanie-moncrief-12b11b81,Patient Service Representative
August 1998,C.F. Evans Construction,brandon-c-bozard-44938821,Project Manager
August 1998,C.F. Evans Construction,brandon-c-bozard-44938821,Senior Superintendent
March 2015,,elizabeth-bruen-b1300a71,Manager/Supervisor-PT
January 2009,,elizabeth-bruen-b1300a71,Partner/Owner/Clinic Director/Phlebotomist
February 2010,,elizabeth-bruen-b1300a71,Phlebotomist / Lab II Assistant
May 2004,,elizabeth-bruen-b1300a71,Office Manager
February 1993,,elizabeth-bruen-b1300a71,Lutheran Homes: Courtland Health & Rehab
January 2014,,elizabeth-bruen-b1300a71,
February 2007,RM Auctions,joe-martin-15684272,Graphic Designer
June 2001,Best Buy,joe-martin-15684272,Supervisor
January 2012,,ali-sleeq-254a4051,Owner / Bluesman
August 2007,,ali-sleeq-254a4051,Executive Manager / Partner
2005,ATME Group,ali-sleeq-254a4051,HR
April 2015,,mishelle-brooks-2b34028,"RVP,"
February 2014,Search Optics,mishelle-brooks-2b34028,"VP, Dealer Group Sales"
March 2012,Netsertive,mishelle-brooks-2b34028,"Regional Sales Manager, Automotive"
2009,,mishelle-brooks-2b34028,Client Development Specialist
January 2007,,mishelle-brooks-2b34028,"Sales Manager, Automotive"
February 2003,AutoTrader.com,mishelle-brooks-2b34028,District Sales Manager
June 2015,Zain,hashem-behbehani-868a475a,Fraud Analyst
February 2014,Dasman Diabetes Institute,hashem-behbehani-868a475a,EHR Implementation & Support Coordinator
September 2013,AXA Investment Managers,hashem-behbehani-868a475a,Investment Intern
December 2012,Kuwait Investment Authority,hashem-behbehani-868a475a,Trainee
October 2013,Kaufman Lynn Construction,clark-zaneski-51036199,Project Manager
January 2008,The Whiting-Turner Contracting Company,clark-zaneski-51036199,Project Manager
January 2006,Pratt & Whitney,clark-zaneski-51036199,Industrial Engineer
October 2015,"James R. Vannoy & Sons Construction, Inc.",jared-wheatley-3890a530,Project Manager
February 2014,Adolfson & Peterson Construction,jared-wheatley-3890a530,Assistant Project Manager
January 2013,Adolfson & Peterson Construction,jared-wheatley-3890a530,Project Engineer
May 2012,CH2M HILL,jared-wheatley-3890a530,Project Controls - Power Business Group
May 2011,CH2M HILL,jared-wheatley-3890a530,Project Controls - Power Business Group
September 2004,United States Air Force,jared-wheatley-3890a530,Meteorology
June 2013,Kaufman Lynn Construction,ben-baffer-b367a813,Vice President - Operations
September 2007,Kaufman Lynn Construction,ben-baffer-b367a813,Senior Project Manager
1988,Tompkins Builders,ben-baffer-b367a813,Project Manager
August 2015,,lisa-king-a615748,Vice President of Business Development
2008,"""FLORENCE FULLER CHILD DEVELOPMENT CENTERS, INC.""",lisa-king-a615748,Board Member
2004,Kaufman Lynn Construction,lisa-king-a615748,Vice President of Business Development
1993,,lisa-king-a615748,President
1998,"James A. Cummings, Inc.",lisa-king-a615748,Director of Business Development
January 2012,PCM,vitale-florent-52488a28,Tender & Project Manager
January 2010,Weatherford,vitale-florent-52488a28,Drilling Engineer
October 2011,Kaufman Lynn Construction,frank-white-a186b48,Senior Vice President Multifamily Development
July 2010,,frank-white-a186b48,COO
January 2008,,frank-white-a186b48,Director or Operations
